StreetAddress,City,State,Zip,AUTO_UNIQUE_ID_2016-07-07_marky_r_dop_services,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
5116 N Rosemead Blvd,San Gabriel,CA,91766,259,USCGeocoder,124,1,4.1,,7cf894da-3583-4686-b86c-6e2412467e15,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.041268,-117.761339,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,3002,3,4030,37,6,4,ResidenceZIP
522 S. San Pedro St.,Los Angeles,CA,90013,260,USCGeocoder,88,1,4.1,,384555fb-f112-45b7-973a-3cdf5e01e528,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5526.7127175783,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0437020929,-118.244112104,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,1006,1,2063,37,6,1,ResidenceStreetAddress
528 W. Almond St.,Compton,CA,90220,261,USCGeocoder,18,1,4.1,,1efea548-7d03-42ee-99b8-5ad844d833b4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,580.7721916437,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.8939059449,-118.232219849,Relaxed,TwoThousandTen,15044,4472,31084,90560,0,31100,4006,4,5425.02,37,6,1,ResidenceStreetAddress
536 S. Second Ave,Covina,CA,91723,262,USCGeocoder,2,1,4.1,,5746b49a-0600-4bee-9060-1b3ede076c99,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4559.249383667,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0799415603,-117.8873095539,Relaxed;Soundex,TwoThousandTen,16742,4472,31084,90810,0,31100,1007,1,4061.02,37,6,1,ResidenceStreetAddress
5400 E. Olympic Blvd,Commerce,CA,90022,263,USCGeocoder,24,1,4.1,,2f6c4cab-81f1-4839-a397-1746793fac4d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12234.8577669263,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0150600043,-118.1551954461,Relaxed,TwoThousandTen,14974,4472,31084,93155,0,31100,3011,3,5323.03,37,6,1,ResidenceStreetAddress
"5446 N. Citrus Ave West Covina, CA",West Covina,CA,91790,264,USCGeocoder,7,1,4.1,,0ce39b5a-975e-449c-b87c-1bf3bdc8304f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.065225,-117.938282,Exact,TwoThousandTen,84200,4472,31084,90810,0,31100,3002,3,4067.02,37,6,4,ResidenceZIP
550 S. Vermont Ave,Los Angeles,CA,90020,265,USCGeocoder,111,1,4.1,,e438618e-92fb-4d05-a60b-a81b67fd588a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4171.9091817711,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0645351935,-118.2915562981,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2004,2,2111.2,37,6,1,ResidenceStreetAddress
554 Workman Mill Rd.,La Puente,CA,91746,266,USCGeocoder,69,1,4.1,,87f272b4-5fc4-407a-8536-82c43126e934,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2724.9229291016,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.039184141,-118.0007019074,Relaxed,TwoThousandTen,3344,4472,31084,90810,0,31100,1000,1,4083.03,37,6,1,ResidenceStreetAddress
5600 Rickenbacker  Rd.,City of Bell,CA,90201,267,USCGeocoder,122,1,4.1,,49b6b53a-2d1a-4ae3-acfa-183a85f2b18b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.969157,-118.172903,Exact,TwoThousandTen,4870,4472,31084,93155,0,31100,1009,1,5338.06,37,6,4,ResidenceZIP
5607 N Barrack Ave,Azusa,CA,91702,268,USCGeocoder,126,1,4.1,,11a68268-7fab-46f2-a83b-b5216b9f20d0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.124881,-117.903021,Exact,TwoThousandTen,3386,4472,31084,90810,0,31100,2000,2,4043.01,37,6,4,ResidenceZIP
566 S. Pedro St,Los Angeles,CA,90013,269,USCGeocoder,166,1,4.1,,f9e0d1a4-3c99-480c-a540-0033cbe8b5a1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.046676,-118.241961,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2014,2,2062,37,6,4,ResidenceZIP
568 E. Foothill Blvd.,Pomona,CA,97167,270,USCGeocoder,68,1,4.1,,e3a7a153-b8c2-4c89-8bb0-a7acaf07be2d,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
586 N. Main St.,Pomona,CA,91767,271,USCGeocoder,28,1,4.1,,ac5c583c-51bc-4879-b5d2-ddebd7ff5918,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2917.3938385826,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0633601198,-117.7520596029,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1008,1,4023.03,37,6,1,ResidenceStreetAddress
5939 Hollywood Blvd,Los Angeles,CA,90232,272,USCGeocoder,101,1,4.1,,01529a1e-3fc4-4db8-a84b-95ba7d4d7bf0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4294.7235111529,LinearInterpolationAddressRange,StreetSegment,88.0177514793,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1017620946,-118.3188153767,Relaxed,TwoThousandTen,44000,4472,31084,91750,0,31100,1009,1,1910,37,6,1,ResidenceStreetAddress
60 S East End Av.,Pomona,CA,91767,273,USCGeocoder,54,1,4.1,,e3b020b9-d5e9-4305-8c94-a3e11d5f204d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.081648,-117.740882,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,1016,1,4021.02,37,6,4,ResidenceZIP
605 N. Park Ave.,Pomona,CA,91768,274,USCGeocoder,41,1,4.1,,16ea75ae-3e5d-46f6-9c7f-68531237b34a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5394.3637791686,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0634657458,-117.754795678,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,2000,2,4023.03,37,6,1,ResidenceStreetAddress
610 South Ardmore Ave,Los Angeles,CA,90005,275,USCGeocoder,46,1,4.1,,1e49062d-592e-458c-937e-58ecb888ad27,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3007.2001321348,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0631488065,-118.3015068482,Exact,TwoThousandTen,44000,4472,31084,91750,0,31100,2005,2,2118.02,37,6,1,ResidenceStreetAddress
6267 Variel Ave,Woodland Hills,CA,91367,276,USCGeocoder,77,1,4.1,,c03e3c7d-1e6f-4aae-8338-4e2a607095b1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,12500.314799109,LinearInterpolationAddressRange,StreetSegment,98.9940828402,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1840804247,-118.5928747083,Relaxed,TwoThousandTen,44000,4472,31084,92785,0,31100,1003,1,1349.05,37,6,1,ResidenceStreetAddress
629 S. Glendora Ave,West Covina,CA,91790,277,USCGeocoder,136,1,4.1,,a87b2666-9872-4cb7-a284-186764f122fe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1996.8816293865,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0642955398,-117.9287902294,Exact,TwoThousandTen,84200,4472,31084,90810,0,31100,2013,2,4067.02,37,6,1,ResidenceStreetAddress
630 N. Park Ave.,Pomona,CA,NA,278,USCGeocoder,56,1,4.1,,2a3eb54a-83ba-4782-a32a-28c135909270,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
656 N Park Ave.,Pomona,CA,91767,279,USCGeocoder,47,1,4.1,,62545ba8-5960-4847-89e4-f0adceede641,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5394.3637791686,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0638386557,-117.7546287778,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1010,1,4023.03,37,6,1,ResidenceStreetAddress
657 E. Arrow Hwy,Glendora,CA,91740,280,USCGeocoder,24,1,4.1,,284d5dc2-4350-4f1c-93bf-e5d1eb4bf2e7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6887.4730722532,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1064290169,-117.8707839582,Exact,TwoThousandTen,30014,4472,31084,90810,0,31100,2009,2,4039.02,37,6,1,ResidenceStreetAddress
659 E. Walnut Ave,Pasadena,CA,91101,281,USCGeocoder,29,1,4.1,,6d027da0-4c1f-42aa-8b9f-5d7ef293b4cc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3137.8042261514,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1496544164,-118.1368644377,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,1005,1,4622.02,37,6,1,ResidenceStreetAddress
66 Hurlbut,Pasadena,CA,91105,282,USCGeocoder,16,1,4.1,,88076812-db9a-4bca-9b56-1f970d3482ad,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5067.0261245966,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1294497307,-118.1516253746,Relaxed,TwoThousandTen,56000,4472,31084,92400,0,31100,2000,2,4639,37,6,1,ResidenceStreetAddress
660 N. Mountain Ave,Claremont,CA,91711,283,USCGeocoder,55,1,4.1,,d4b155d8-ca98-4b1b-8cc2-e14bd6339bf8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4978.2352516493,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0999076284,-117.7289218963,Exact,TwoThousandTen,13756,4472,31084,90810,0,31100,3023,3,4019.02,37,6,1,ResidenceStreetAddress
662 Karesh Ave.,Pomona,CA,91767,284,USCGeocoder,6,1,4.1,,d226ed36-2039-4df0-a3a4-adef10b8dccb,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,674.0848455727,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0653273944,-117.7225879642,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1003,1,4027.02,37,6,1,ResidenceStreetAddress
"6666 Green Valley Cir Culver city,",Culver City,CA,90203,285,USCGeocoder,126,1,4.1,,0a964fe5-c690-44b4-b694-edd65d01ef9c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,16329.6597929555,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.979272024,-118.3853787796,Relaxed,TwoThousandTen,17568,4472,31084,91750,0,31100,1000,1,7030.01,37,6,1,ResidenceStreetAddress
669 N. ROBLES AVE,Pasadena,CA,91101,286,USCGeocoder,106,1,4.1,,9786807f-df36-45b3-998d-ee98d42acdd7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.147489,-118.139596,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,2006,2,4622.02,37,6,4,ResidenceZIP
675 S. White Ave.,Pomona,CA,91766,287,USCGeocoder,23,1,4.1,,8ed43e09-8b69-4d8b-a6b9-3e6fc48587c4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13898.2771632671,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0534939399,-117.7596414402,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2003,2,4025.01,37,6,1,ResidenceStreetAddress
675 White Ave.,Pomona,CA,91766,288,USCGeocoder,2,1,4.1,,af702d7c-83ec-4ab7-ad8f-a0fd20fb049f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13898.2771632671,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0534939399,-117.7596414402,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2003,2,4025.01,37,6,1,ResidenceStreetAddress
676 N. Gibbs St.,Pomona,CA,91767,289,USCGeocoder,38,1,4.1,,6210302e-1f7c-4635-b791-9855e7ac94a8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6103.9802398152,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0640206331,-117.7476776101,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,4015,4,4026,37,6,1,ResidenceStreetAddress
680 Fairplex Dr.,Pomona,CA,91768,290,USCGeocoder,71,1,4.1,,b22a430d-01c3-4236-ba17-40998a21ac67,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2474.883126287,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0624948419,-117.7874618474,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,1002,1,4024.06,37,6,1,ResidenceStreetAddress
6800 Owensmouth Ave.,Canoga Park,CA,91303,291,USCGeocoder,19,1,4.1,,e5df03fc-4aca-419c-9a58-baf337d585f3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5302.0683502707,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.1943655242,-118.601149827,Relaxed,TwoThousandTen,44000,4472,31084,92785,0,31100,1022,1,1345.2,37,6,1,ResidenceStreetAddress
6801 Coldwater Canyon,North Hollywood,CA,91605,292,USCGeocoder,94,1,4.1,,fe443ba9-4cc6-42e7-8992-f96cfc382e1c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4416.0175725846,LinearInterpolationAddressRange,StreetSegment,93.0769230769,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1939551705,-118.4138781589,Relaxed;Soundex,TwoThousandTen,44000,4472,31084,92785,0,31100,1003,1,1234.2,37,6,1,ResidenceStreetAddress
6881 Brockton Ave,Riverside,CA,92508,293,USCGeocoder,46,1,4.1,,9d67144c-5a24-4c9b-a477-32b98f080592,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1328.2292422056,ArealInterpolationGeometricCentroid,Parcel,98.875739645,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.9488911022,-117.3971240411,Relaxed,TwoThousandTen,62000,4472,,92640,0,40140,4005,4,311,65,6,1,ResidenceStreetAddress
691 E. Washington Blvd,Pasadena,CA,91104,294,USCGeocoder,27,1,4.1,,1d0f3403-2d19-4e49-84b4-13cecbc24438,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2550.7722820798,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.1690427613,-118.1360930129,Exact,TwoThousandTen,56000,4472,31084,92400,0,31100,2002,2,4615.01,37,6,1,ResidenceStreetAddress
7033 Milton Ave,Whittier,CA,90602,295,USCGeocoder,22,1,4.1,,9c705a5a-a196-4a48-8cf6-894bae7b8681,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,639.9013087185,ArealInterpolationGeometricCentroid,Parcel,99.3076923077,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.978086194,-118.0400449434,Relaxed,TwoThousandTen,85292,4472,31084,93730,0,31100,3004,3,5015.04,37,6,1,ResidenceStreetAddress
705 W 12th St.,Pomona,CA,91766,296,USCGeocoder,120,1,4.1,,04edfe82-02d9-43bd-a05f-707a3e72a079,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4360.232641577,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0486998095,-117.7564069094,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,1009,1,4025.02,37,6,1,ResidenceStreetAddress
727 W. 12th St.,Pomona,CA,91766,297,USCGeocoder,115,1,4.1,,621e1015-0956-4620-9482-79ea65bacc2a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4360.232641577,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.0486933974,-117.7566490199,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,1009,1,4025.02,37,6,1,ResidenceStreetAddress
733 South Hindry Ave,Inglewood,CA,90301,298,USCGeocoder,109,1,4.1,,319e9bbe-9b3e-4c37-af21-eef5ea7dd701,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,33.958998,-118.350254,Exact,TwoThousandTen,36546,4472,31084,91400,0,31100,2039,2,6010.01,37,6,4,ResidenceZIP
750 S. Park Ave.,Pomona,CA,91768,299,USCGeocoder,62,1,4.1,,4f7602b0-99a3-4754-b594-7ec660ba23cc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2313.6309312088,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.052728499,-117.7542430876,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2064,2,4088,37,6,1,ResidenceStreetAddress
755 N. Palomares St.,Pomona,CA,NA,300,USCGeocoder,51,1,4.1,,61ef5969-bfae-4dab-aafe-7f1e86b7298b,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,423966.987,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,ReturnAll,,StateCentroid,,,0,37.2400490281,-119.5032355358,Exact,TwoThousandTen,,680,,92220,0,31460,3044,3,1.02,39,6,9,Missing
760 Mountain View,Altadena,CA,91001,301,USCGeocoder,61,1,4.1,,f2860a1c-b376-49a4-ac6a-2d5cb03fa18c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,USPSZipAreaCentroid,,,0,34.188413,-118.140109,Exact,TwoThousandTen,1290,4472,31084,92400,0,31100,3001,3,4611,37,6,4,ResidenceZIP
7601 E. Imperial Hwy,Downey,CA,90242,302,USCGeocoder,52,1,4.1,,2a09355d-9459-4420-a896-6f667fdba377,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,199038.339024276,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.9290994272,-118.1579987001,Relaxed,TwoThousandTen,19766,4472,31084,90730,0,31100,1003,1,5516,37,6,1,ResidenceStreetAddress
761 Corporate Center Dr.,Pomona,CA,91768,303,USCGeocoder,20,1,4.1,,70a6bd12-afb4-43b6-9b8b-34ea33c1b0dc,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13853.1405427866,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0646435143,-117.8002537348,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,1007,1,4024.04,37,6,1,ResidenceStreetAddress
7643 Painter Ave.,Whittier,CA,90602,304,USCGeocoder,88,1,4.1,,ea160b5c-4816-4b76-af27-279f9a2bee48,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3042.9585528225,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.9727450035,-118.0327666897,Exact,TwoThousandTen,85292,4472,31084,93730,0,31100,2006,2,5018.04,37,6,1,ResidenceStreetAddress
790 E Bonita,Pomona,CA,91762,305,USCGeocoder,34,1,4.1,,19997b28-ddcf-4148-9ad0-3d1866ca6fd3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6287.8176953686,ArealInterpolationGeometricCentroid,Parcel,92.9585798817,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0956215888,-117.737259126,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,3014,3,4017.04,37,6,1,ResidenceStreetAddress
7915 Hellman Ave,Rosemead,CA,91770,306,USCGeocoder,17,1,4.1,,528d2d03-873b-4d79-a7f6-009c401f5ae2,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3081.7776607275,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0702593856,-118.0967948585,Relaxed,TwoThousandTen,62896,4472,31084,93200,0,31100,3009,3,4823.03,37,6,1,ResidenceStreetAddress
7926 Pickering Ave,Whittier,CA,90602,307,USCGeocoder,16,1,4.1,,34c078d3-c063-410e-a666-21a880b3ee16,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,3712.6135503054,ArealInterpolationGeometricCentroid,Parcel,99.3076923077,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,33.9690314083,-118.0417005314,Relaxed,TwoThousandTen,85292,4472,31084,93730,0,31100,1009,1,5018.03,37,6,1,ResidenceStreetAddress
795 E. Second St.,Pomona,CA,91766,308,USCGeocoder,193,1,4.1,,1b456a0d-fcf7-4df6-970a-9925e665364f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,836.511145914,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,34.058143091,-117.7414747522,Exact,TwoThousandTen,58072,4472,31084,90810,0,31100,3000,3,4088,37,6,1,ResidenceStreetAddress
800 S. Santa Anita Ave.,Arcadia,CA,91006,309,USCGeocoder,17,1,4.1,,0f7e17ae-114a-4868-bfef-7941a1b4cdf3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,1779.7081645429,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.131111681,-118.0308568863,Relaxed,TwoThousandTen,2462,4472,31084,93510,0,31100,2011,2,4308.01,37,6,1,ResidenceStreetAddress
810 S. White Ave,Pomona,CA,91766,310,USCGeocoder,26,1,4.1,,bcffd3b4-475f-4c17-ba1b-98bf2046ef4f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,609.9422842562,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,34.0517717902,-117.7583125707,Relaxed,TwoThousandTen,58072,4472,31084,90810,0,31100,2013,2,4025.01,37,6,1,ResidenceStreetAddress
